lfdn,duration,v_Assent,consent,age,gender,v_788,v_89,v_468,v_469,v_470,v_471,v_472,v_473,v_474,v_475,v_476,v_477,v_478,v_479,v_480,v_481,v_482,v_483,v_484,v_563,v_485,v_486,v_487,v_488,v_489,v_490,v_491,v_492,v_493,v_494,v_495,v_496,v_497,v_498,v_499,v_500,v_501,v_502,v_503,v_504,v_505,v_506,v_507,v_508,v_509,v_510,v_511,v_512,v_513,v_514,v_515,v_516,v_455,v_517,v_518,v_519,v_520,v_521,v_522,v_523,v_524,v_525,v_526,v_527,v_528,v_529,v_530,v_531,v_532,v_533,v_534,v_535,v_536,v_537,v_538,v_539,v_540,v_542,v_543,v_544,v_545,v_546,v_547,v_548,v_549,v_550,v_551,v_552,v_553,v_554,v_555,v_556,v_557,v_558,v_559,v_560,v_561,v_Serious
151,398,1,1,31,2,NA,6,2,1,5,2,2,2,6,2,6,6,3,2,3,1,2,4,5,1,6,2,3,3,3,2,5,3,2,6,6,2,5,6,5,4,2,3,2,7,1,4,4,4,2,6,5,3,6,2,4,6,0,2,2,4,3,2,2,2,6,1,2,5,3,6,2,1,2,2,3,4,1,1,2,5,3,5,5,4,2,2,1,3,2,2,4,2,1,2,2,1,2,6,4,1,4,1
152,1016,1,1,30,1,NA,8,1,1,1,3,4,5,6,3,5,6,4,1,1,2,3,2,6,1,6,1,1,1,3,1,2,1,6,6,7,1,1,4,7,1,1,1,1,4,5,1,5,3,1,7,1,1,6,1,3,3,0,1,2,4,2,5,5,2,6,1,1,5,2,4,2,5,7,2,5,3,1,1,3,7,2,5,6,6,1,7,1,3,2,7,2,3,1,1,1,1,1,5,4,1,4,1
153,599,1,1,35,2,NA,4,1,1,1,6,1,6,1,4,4,4,5,1,1,3,5,1,1,1,4,1,1,1,2,1,4,1,2,5,5,1,1,1,6,1,1,1,1,6,3,1,2,1,1,4,1,1,6,1,1,5,0,2,3,3,2,2,4,3,5,1,1,2,1,2,4,1,3,1,3,1,1,1,3,4,1,2,4,2,1,1,1,4,1,2,1,4,1,1,1,1,1,2,1,1,1,1
154,353,1,1,43,1,NA,6,1,1,1,1,1,3,3,1,3,3,3,1,1,1,1,1,4,1,3,1,1,1,1,1,1,1,1,3,1,1,1,1,3,1,1,1,1,3,1,3,1,1,1,4,1,1,1,1,1,3,0,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1
155,1025,1,1,59,1,NA,6,6,7,7,3,7,6,5,2,7,6,7,1,4,1,2,7,6,1,6,2,6,5,1,7,6,6,7,7,3,6,6,7,7,7,5,6,4,6,2,7,7,5,2,5,5,2,6,2,3,6,0,7,2,5,2,1,3,4,7,7,5,6,7,6,2,5,2,4,7,6,3,2,3,7,6,7,6,5,7,6,7,6,7,5,6,2,4,2,6,6,5,6,7,5,7,1
156,275,1,1,35,2,NA,8,1,1,1,2,1,6,6,1,6,6,7,1,2,1,1,3,5,1,5,1,1,3,1,1,5,1,2,7,2,1,1,2,7,1,1,1,1,3,2,2,2,3,2,7,1,1,5,1,1,3,0,2,1,4,1,1,2,1,7,1,1,2,1,4,1,1,3,2,4,2,2,2,1,6,3,2,6,3,1,3,2,1,1,5,2,1,1,1,1,1,1,1,1,1,4,1
157,276,1,1,25,2,NA,6,2,3,1,2,1,4,5,2,5,5,5,1,1,2,3,2,5,1,5,1,1,2,2,1,5,2,1,4,5,1,2,1,4,2,1,2,1,3,4,1,2,1,1,1,2,2,5,1,2,3,0,2,2,4,2,3,2,2,5,1,1,3,3,4,3,1,2,2,2,1,1,2,2,5,3,2,5,3,2,1,1,2,2,4,2,3,2,2,1,1,1,1,2,1,2,1
158,319,1,1,52,1,NA,6,1,4,1,1,1,6,7,2,7,7,7,1,1,1,2,6,6,1,7,1,1,3,1,1,1,4,1,7,1,1,4,5,7,1,1,3,1,6,1,5,5,5,1,6,1,2,5,1,1,4,0,5,1,5,1,1,1,1,7,1,1,5,4,5,1,4,5,1,3,3,1,1,1,7,4,5,7,5,1,5,4,1,1,5,3,1,1,1,1,1,1,3,4,1,5,1
159,-1,1,1,33,1,NA,5,1,5,2,6,3,6,7,2,7,7,7,1,3,2,3,2,6,1,7,1,3,4,2,3,6,4,2,6,7,1,1,2,7,3,1,2,1,6,6,2,5,2,2,6,2,1,6,1,2,6,0,2,1,7,3,3,2,3,7,1,1,3,2,5,2,2,3,1,2,2,1,2,1,7,4,5,7,4,1,2,4,1,2,4,1,4,1,1,1,1,1,2,4,1,4,1
160,435,1,1,31,2,NA,6,1,4,1,1,5,2,4,1,4,4,3,3,5,1,1,1,4,1,5,1,1,4,1,3,4,1,1,3,5,1,1,3,4,1,1,1,1,2,4,5,3,3,5,1,4,3,3,2,1,5,0,1,1,2,1,1,2,1,4,1,4,5,1,1,1,1,7,2,3,1,3,5,1,4,5,5,4,1,1,1,1,1,1,6,1,1,1,1,1,1,1,4,3,1,4,1
161,500,1,1,40,1,NA,7,1,4,4,2,2,5,6,1,6,6,6,1,2,1,2,5,6,1,6,1,4,4,1,4,4,3,4,6,4,2,3,4,6,2,2,3,1,6,2,4,5,5,2,5,5,4,6,1,1,4,0,5,1,5,1,2,1,2,6,1,1,5,3,5,1,4,4,1,4,3,1,5,1,5,4,5,6,4,1,3,3,1,3,5,3,1,1,1,1,1,1,4,4,1,4,1
162,399,1,1,29,2,NA,7,1,4,2,3,1,6,7,2,7,7,6,1,3,2,1,5,7,1,6,1,4,1,2,4,5,2,5,6,2,1,1,4,6,1,1,4,1,7,1,6,2,5,1,6,4,3,6,1,2,6,0,6,1,5,1,1,1,2,7,1,5,6,4,5,1,3,6,1,5,4,1,1,1,7,3,6,6,5,3,5,4,2,4,6,2,1,1,1,1,3,1,4,4,1,5,1
163,259,1,1,42,2,NA,8,1,1,2,5,3,4,6,2,4,2,1,1,2,3,5,2,5,1,3,1,3,1,3,1,4,1,1,3,6,1,1,1,3,1,1,1,1,1,6,2,1,1,2,5,1,1,2,1,5,4,0,1,6,1,3,4,5,6,4,1,1,1,1,1,2,1,5,3,1,1,1,3,5,3,1,1,3,1,1,1,1,4,1,3,1,1,1,1,1,1,1,1,1,1,1,1
164,227,1,1,31,1,NA,7,1,1,1,1,1,7,6,1,5,6,5,1,1,1,1,1,4,1,6,1,3,1,1,3,4,1,1,6,1,1,1,1,6,1,1,1,1,5,1,1,1,1,1,4,1,1,4,1,1,4,0,1,1,4,1,1,1,1,6,1,1,4,1,5,1,1,1,1,3,3,1,5,1,6,1,5,5,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1
165,413,1,1,32,1,NA,7,1,4,4,1,2,6,6,1,6,5,6,2,3,1,1,5,5,1,6,1,4,4,1,5,4,3,3,6,5,2,4,3,6,3,2,4,2,5,2,5,4,4,2,5,4,2,5,2,1,4,0,3,1,4,1,1,1,1,6,2,2,4,4,3,1,2,5,2,4,4,2,2,1,6,3,4,5,4,3,3,4,1,4,4,4,1,2,2,1,2,2,4,5,2,5,1
166,570,1,1,35,2,NA,6,2,5,5,2,2,6,7,2,6,7,6,2,1,2,1,5,6,1,6,2,5,6,1,5,6,4,6,6,5,1,4,5,6,2,2,6,2,6,3,6,5,6,1,6,3,2,6,1,1,6,0,6,2,6,2,1,1,2,6,2,2,6,5,6,2,5,6,1,5,5,2,2,2,6,5,6,6,6,4,5,5,1,5,5,6,2,3,2,2,4,2,5,6,2,6,1
167,1016,1,1,43,1,NA,8,1,5,6,1,1,4,7,1,6,7,6,1,1,1,1,6,5,1,6,1,6,1,1,6,5,5,5,6,2,1,5,5,7,4,2,5,1,7,1,2,6,6,1,7,4,2,6,1,2,5,0,5,1,6,1,1,1,1,7,1,1,7,6,4,1,2,2,1,7,6,1,2,1,7,6,6,6,7,1,6,6,2,6,6,4,1,1,1,1,1,1,6,5,1,6,1
168,524,1,1,60,2,NA,7,3,3,3,1,3,6,5,1,7,6,6,1,4,1,1,5,6,1,6,1,4,5,1,3,6,3,3,7,3,1,3,3,7,3,2,3,1,6,1,4,3,4,1,5,3,4,6,2,1,5,0,4,1,6,1,1,1,1,6,2,2,4,3,6,1,3,2,2,3,3,1,5,1,6,4,5,6,3,4,4,3,1,3,5,5,1,1,1,1,3,1,3,5,2,4,1
169,189,1,1,26,2,NA,1,2,2,2,5,2,4,2,5,4,4,3,2,2,2,5,2,5,1,3,2,2,2,4,2,4,2,2,4,2,2,2,2,4,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,5,3,0,2,5,2,4,5,2,4,3,2,2,2,2,2,4,2,2,2,2,2,2,2,2,4,2,2,3,2,2,2,2,5,2,4,2,5,2,2,2,2,2,2,2,2,2,1
170,762,1,1,70,1,NA,7,1,5,4,1,1,6,6,1,7,6,7,1,1,1,1,4,6,1,7,1,4,4,1,4,6,3,4,7,4,1,4,4,7,1,1,4,1,7,1,6,5,4,1,7,6,5,7,1,1,5,0,4,1,6,1,1,1,1,7,1,1,6,4,5,1,2,4,1,6,4,1,5,1,7,6,5,7,6,1,4,4,1,3,6,4,1,1,1,1,1,1,6,4,1,6,1
171,704,1,1,46,1,NA,6,1,1,1,1,1,4,5,1,7,6,6,1,1,1,1,1,6,1,5,1,1,1,1,1,5,1,1,5,1,1,1,1,6,1,1,1,1,5,1,2,1,1,1,6,1,1,5,1,1,5,0,1,1,4,1,1,1,1,6,1,1,5,1,1,1,1,1,1,1,1,1,4,1,6,1,5,5,5,1,4,1,1,4,5,1,1,1,1,1,1,1,1,4,4,4,1
172,732,1,1,57,1,NA,6,2,4,4,2,4,6,6,2,6,7,6,2,5,2,2,4,6,1,6,2,4,5,2,4,6,4,4,6,2,2,4,3,6,2,2,3,2,6,2,4,3,4,2,3,2,4,6,2,2,6,0,5,2,5,2,2,2,2,6,2,3,5,4,5,2,4,4,2,6,4,2,4,2,6,4,4,6,4,4,4,4,2,2,6,2,2,2,2,2,2,2,4,4,2,4,1
173,140,1,1,24,1,NA,5,2,2,2,3,4,5,3,6,5,4,4,2,5,5,5,2,5,1,4,2,2,2,4,3,3,2,3,4,3,2,2,2,4,2,4,3,2,3,3,4,3,2,4,3,3,2,4,4,3,3,0,2,4,3,4,4,4,5,4,2,2,2,3,2,3,2,4,4,3,3,4,4,4,4,3,3,3,4,2,2,2,3,3,3,4,4,2,3,2,2,3,3,3,4,3,1
174,506,1,1,33,2,NA,6,1,4,4,1,4,7,7,1,7,7,7,1,4,1,1,5,7,1,7,1,5,5,1,2,4,2,6,7,2,5,4,6,7,4,5,4,5,7,1,7,4,6,4,6,6,5,7,3,1,7,0,6,1,7,1,1,1,1,7,5,5,6,4,7,1,6,6,5,6,5,3,6,1,6,7,7,7,5,7,7,5,1,5,7,7,1,5,5,6,6,5,5,7,7,7,1
175,399,1,1,68,2,NA,6,1,6,5,2,2,6,7,1,7,7,7,1,2,2,4,5,5,1,7,1,5,5,3,4,7,5,7,7,7,1,6,6,7,4,1,5,1,7,2,7,5,6,2,7,7,5,7,1,1,6,0,6,2,6,1,1,1,1,7,1,6,7,5,7,2,2,1,2,7,6,1,7,2,7,6,6,7,6,2,7,5,1,7,6,5,1,2,1,2,2,2,6,6,2,6,NA
176,416,1,1,21,2,NA,6,1,2,2,2,5,5,5,1,5,5,5,1,4,2,1,5,5,1,5,1,2,5,1,2,4,2,5,5,5,5,2,2,5,5,4,2,5,5,2,3,2,5,4,5,3,1,5,4,2,4,0,5,2,5,2,2,1,1,5,4,5,4,2,5,1,5,7,4,3,3,4,5,1,6,3,5,5,4,4,5,2,1,2,5,4,1,4,4,4,3,5,3,4,4,4,1
177,592,1,1,55,1,NA,8,1,4,4,1,1,7,7,1,7,7,7,1,1,1,1,7,7,1,7,1,7,6,1,4,7,4,7,7,6,1,4,4,7,5,1,4,1,7,1,7,4,7,1,6,5,6,7,1,1,7,0,7,1,7,1,1,1,1,7,1,1,7,4,7,1,7,6,1,4,4,1,5,1,7,7,7,7,5,4,7,5,1,4,7,4,1,1,1,1,1,1,4,4,4,7,1
178,646,1,1,52,1,NA,8,1,1,1,1,1,4,7,1,7,7,6,1,1,1,1,4,4,1,7,1,1,1,1,1,5,3,3,7,4,1,1,3,7,1,1,1,1,4,1,2,3,1,1,5,1,1,4,1,1,4,0,3,1,5,1,1,1,1,7,1,1,3,2,2,1,1,1,1,2,2,1,1,1,7,1,6,7,3,1,4,3,1,1,4,1,1,1,1,1,1,1,1,5,1,2,1
179,123,1,1,25,1,NA,7,3,3,5,5,3,4,6,4,5,4,4,4,3,3,5,4,5,1,4,5,4,4,5,4,5,4,5,3,5,4,3,3,4,3,4,3,4,3,5,4,4,3,4,4,4,5,5,5,3,4,0,4,4,4,3,4,3,3,3,5,4,4,4,5,5,5,4,3,4,2,5,4,3,3,4,5,4,4,3,4,3,4,5,3,4,4,5,4,4,3,4,3,5,6,3,1
180,1353,1,1,30,2,NA,6,3,3,6,4,1,6,4,6,5,6,5,1,6,2,4,1,4,1,4,1,5,3,5,3,4,1,1,4,4,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,4,1,5,5,0,4,4,4,3,4,3,3,3,4,5,4,4,3,3,3,3,3,3,3,3,3,2,3,3,6,6,2,7,4,4,5,3,4,3,1,4,5,6,3,5,5,1,2,5,1
181,639,1,1,46,1,NA,6,3,4,1,2,1,3,5,3,6,5,5,1,3,2,4,5,5,1,6,1,2,4,2,1,5,1,2,5,3,1,1,2,6,1,1,1,1,5,2,3,2,4,1,6,2,2,5,1,3,4,0,5,3,4,2,2,2,3,6,1,4,4,2,4,3,3,4,2,4,2,1,3,3,6,4,5,6,5,1,2,2,3,2,4,2,3,1,1,1,2,1,2,4,2,4,1
182,339,1,1,38,2,NA,8,1,4,2,2,1,5,2,4,3,2,3,1,1,4,2,4,3,1,3,1,1,2,2,5,2,2,4,4,4,1,3,2,4,4,1,2,1,2,4,2,3,2,1,5,3,1,3,2,5,3,0,3,4,3,5,4,5,5,3,1,4,3,2,3,5,3,6,1,4,2,1,5,5,4,2,3,4,1,3,1,3,4,3,4,3,4,1,1,1,1,1,4,3,1,3,1
183,508,1,1,40,2,NA,5,1,1,2,1,6,5,2,1,5,5,4,1,1,2,1,2,5,1,5,1,4,4,1,5,5,1,3,5,1,1,1,1,4,1,1,1,1,4,1,2,1,3,1,3,1,1,4,1,1,3,0,2,1,3,1,1,1,1,7,1,1,3,1,1,1,1,1,1,5,2,1,2,1,5,2,1,5,3,1,3,1,1,1,3,4,1,1,1,1,1,1,1,1,1,3,1
184,244,1,1,35,2,NA,6,2,4,4,4,3,5,4,2,5,5,5,1,2,5,5,5,3,1,6,2,5,4,3,5,5,4,5,5,3,5,3,3,4,2,2,5,1,4,3,3,5,3,3,5,4,2,3,2,2,4,0,2,3,3,2,2,2,1,3,2,3,4,3,2,4,3,2,1,4,3,3,3,4,4,4,3,4,5,4,5,5,2,5,4,1,2,2,1,4,1,4,3,1,1,5,NA
185,450,1,1,53,1,NA,6,1,1,1,1,3,5,7,1,7,7,7,1,5,1,1,4,5,1,7,1,6,3,1,1,6,1,6,7,1,1,7,5,7,1,1,6,1,6,1,5,7,5,4,7,5,1,6,1,1,6,0,7,1,6,1,1,1,1,7,1,1,6,6,5,1,4,5,3,2,4,1,5,1,7,3,7,7,5,1,5,7,1,1,5,1,1,1,1,1,1,1,5,1,1,5,1
186,308,1,1,48,1,NA,8,1,1,2,3,1,4,6,2,5,5,5,1,1,3,1,1,5,1,4,1,5,1,3,3,4,1,1,5,6,1,2,1,5,1,1,1,1,5,2,2,2,1,1,6,2,1,5,1,4,4,0,1,3,4,4,4,4,3,5,1,1,5,1,1,3,1,1,1,4,5,1,1,3,5,1,5,5,3,1,1,1,3,4,3,4,3,1,1,1,4,1,5,4,1,2,1
187,612,1,1,38,1,NA,8,1,6,5,3,1,5,7,1,7,7,7,1,1,1,4,6,4,1,7,1,6,5,2,6,5,6,5,5,5,1,5,6,7,5,2,7,2,7,1,5,7,6,1,7,5,5,7,2,2,6,0,6,1,6,1,1,1,2,7,1,1,6,5,6,1,2,5,1,6,6,1,2,1,7,6,6,6,5,5,6,6,2,6,4,6,1,1,1,1,1,1,5,6,1,6,1
188,528,1,1,36,1,NA,7,1,2,2,1,1,5,3,1,6,6,5,1,1,1,1,2,6,1,7,1,3,1,1,2,5,2,1,6,5,1,2,1,7,1,1,2,1,5,1,5,2,1,1,7,1,1,6,1,1,4,0,2,1,4,1,1,1,1,6,1,1,4,2,1,1,1,3,1,3,4,1,1,1,5,4,4,6,3,2,2,2,1,3,5,2,1,1,1,1,1,1,5,4,1,5,NA
189,406,1,1,58,1,NA,2,1,1,1,4,1,5,4,5,5,4,4,1,1,2,1,1,2,1,5,1,1,1,1,1,2,1,1,3,4,1,1,1,4,1,1,1,1,4,1,1,1,1,1,5,1,1,1,1,7,4,0,1,6,1,7,7,6,7,4,1,1,4,1,1,7,1,1,1,1,1,1,1,7,6,1,1,5,1,1,1,1,7,1,1,1,6,1,1,1,1,1,1,1,1,1,1
190,360,1,1,36,2,NA,2,2,2,2,2,2,3,2,2,4,2,4,2,2,2,2,2,2,1,2,2,1,2,2,4,2,2,2,3,2,2,2,2,2,3,2,2,2,2,2,3,2,1,2,2,2,2,3,2,2,2,0,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,2,6,2,2,1
191,349,1,1,29,1,NA,7,1,3,1,5,6,5,6,6,5,5,5,1,5,3,5,3,4,1,5,1,1,4,6,1,5,1,2,5,4,2,2,3,6,1,2,2,1,5,5,1,2,5,4,5,1,1,5,1,6,3,0,1,5,4,6,5,4,6,5,1,1,4,2,5,6,1,7,3,1,1,1,5,5,5,3,1,5,5,1,1,1,5,1,2,1,6,1,1,1,1,1,1,3,1,1,1
192,317,1,1,44,2,NA,7,1,2,2,3,1,6,5,5,2,3,3,1,2,3,3,2,5,1,3,1,1,2,5,1,4,2,2,4,5,1,2,2,3,1,2,2,1,1,6,1,2,1,2,5,1,2,2,1,5,4,0,2,5,1,4,5,4,6,1,1,1,2,2,1,5,1,6,2,2,1,1,2,5,2,2,2,2,2,1,1,1,5,2,4,1,5,2,1,1,1,1,2,1,1,1,1
193,438,1,1,43,2,NA,7,1,6,5,1,4,6,1,1,7,7,7,1,1,2,1,6,6,1,7,1,4,7,4,5,7,5,6,6,3,5,6,6,7,4,4,6,2,7,3,6,6,7,1,7,2,5,7,4,3,6,0,6,2,7,3,2,3,2,7,2,3,5,3,7,3,2,2,7,3,5,2,5,2,6,5,5,7,6,6,4,3,2,5,3,5,1,1,1,1,1,1,4,5,1,6,1
194,183,1,1,29,1,NA,8,4,6,4,6,5,6,5,6,5,6,4,4,5,6,4,5,5,1,6,4,4,5,5,5,4,4,4,5,5,5,4,4,6,5,6,4,5,5,6,4,6,4,5,5,2,5,3,5,4,5,0,5,6,6,3,7,2,4,6,4,5,6,4,4,4,7,5,4,4,6,6,4,4,6,5,5,5,5,6,5,5,6,6,7,6,5,6,4,6,7,5,6,5,5,5,1
195,611,1,1,54,1,NA,6,1,4,1,4,1,1,4,4,6,5,4,1,1,4,1,4,5,1,6,1,1,1,4,3,4,1,1,5,5,1,4,1,5,1,1,4,1,5,4,4,4,1,1,6,4,1,4,1,4,4,0,4,4,4,3,4,4,4,5,1,1,4,4,4,4,1,4,1,4,1,1,1,4,5,4,4,5,4,1,4,1,4,4,4,1,4,1,1,1,1,1,4,4,1,4,1
197,202,1,1,48,1,NA,8,1,1,1,1,1,3,4,1,4,4,4,1,1,1,1,4,1,1,4,1,1,1,1,1,1,1,1,5,5,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,0,1,1,1,1,1,1,1,3,1,1,1,1,2,1,1,1,1,1,1,1,1,1,4,1,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA
198,421,1,1,29,1,NA,8,1,4,4,1,1,7,4,1,4,4,4,1,1,1,1,4,6,1,4,1,1,4,1,4,4,1,1,4,1,1,4,1,4,1,1,4,1,4,1,4,4,1,1,5,4,1,6,1,1,4,0,1,1,4,1,1,1,1,4,1,1,7,4,1,1,1,1,1,4,4,1,1,1,4,4,4,4,1,1,1,4,1,4,4,1,1,1,1,1,1,1,5,4,1,4,1
199,520,1,1,21,2,NA,3,1,3,3,1,2,4,2,2,4,5,4,1,2,1,1,3,2,1,4,1,4,4,1,4,5,2,2,6,1,1,3,3,5,4,1,3,1,4,1,4,4,5,2,5,2,3,4,1,1,4,0,5,1,3,1,1,1,1,4,1,1,4,2,1,1,1,1,1,3,2,1,1,1,4,4,3,3,4,1,1,3,1,2,3,2,1,1,1,1,1,1,4,3,1,3,1
200,357,1,1,44,1,NA,4,1,1,1,2,2,3,5,2,4,3,4,1,5,3,3,1,3,1,3,1,1,1,2,1,4,1,1,4,4,1,1,2,4,1,1,1,1,3,1,1,2,1,3,3,3,4,4,1,1,4,0,1,1,1,1,1,1,1,4,1,1,2,1,1,1,1,3,2,1,1,2,1,1,3,1,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1
201,617,1,1,26,1,NA,6,3,4,5,1,5,7,7,1,7,7,6,1,5,2,1,3,5,1,6,1,5,6,1,4,5,4,6,6,6,4,4,5,6,3,6,4,3,5,1,5,6,5,3,7,5,2,6,4,3,5,0,5,2,6,1,2,1,2,6,3,5,6,3,6,1,6,7,5,4,5,5,5,2,6,5,6,6,4,6,6,6,2,5,5,6,2,6,5,3,5,4,4,6,5,6,1
202,361,1,1,27,3,NA,3,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,4,1,4,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1
203,552,1,1,63,4,NA,8,1,2,1,2,1,5,7,2,5,5,5,1,1,3,2,3,4,1,6,1,1,4,1,2,4,1,1,5,5,1,1,1,5,1,1,1,1,2,3,1,1,1,1,5,1,1,3,1,1,4,0,1,1,1,1,1,1,1,5,1,1,1,1,4,1,1,1,1,1,1,1,1,1,5,1,1,5,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
204,552,1,1,38,1,NA,7,1,6,5,1,2,4,1,2,2,2,6,1,6,1,2,2,3,1,4,1,7,2,1,6,2,6,3,1,1,1,4,5,2,1,1,6,2,6,1,2,7,1,2,7,1,1,1,1,4,4,0,5,6,3,2,2,3,1,6,1,2,6,6,3,2,1,1,2,6,6,1,1,5,5,2,7,2,7,1,4,5,5,6,3,1,2,3,1,1,1,2,6,1,1,5,1
205,513,1,1,36,1,NA,3,2,3,2,5,5,5,5,4,5,4,5,2,3,2,4,3,5,1,5,1,3,2,4,3,4,1,2,4,5,1,2,2,4,1,2,1,2,3,5,4,2,2,3,2,2,3,4,4,5,3,0,2,5,3,4,5,5,5,5,1,2,2,1,4,5,1,5,5,2,1,2,2,5,4,4,4,4,2,2,2,2,5,1,5,2,5,2,2,2,2,2,2,4,2,2,1
206,505,1,1,34,2,NA,7,1,1,1,1,1,5,2,1,4,3,4,1,3,1,2,2,6,1,3,1,2,2,1,4,5,1,1,5,3,1,1,1,4,1,1,1,1,6,1,3,1,5,2,5,3,1,2,1,1,4,0,1,1,2,1,1,1,1,5,1,1,4,1,1,1,1,2,1,3,1,1,1,1,5,3,3,5,3,1,1,1,1,1,5,1,1,1,1,1,2,1,3,3,1,1,1
207,637,1,1,33,2,NA,6,5,3,4,4,5,4,6,5,4,5,2,6,5,3,5,5,2,1,2,4,4,4,3,6,3,3,3,4,5,3,7,4,3,4,2,4,2,3,2,2,4,3,2,2,2,3,2,6,3,4,0,5,4,4,4,6,5,5,2,6,4,3,4,6,5,3,1,2,2,4,3,4,3,3,2,3,3,5,2,5,3,6,3,6,2,4,6,4,2,4,4,2,4,5,4,1
208,431,1,1,48,1,NA,4,2,1,1,4,3,5,6,2,6,6,6,1,2,2,2,1,5,1,5,2,1,2,2,1,5,1,2,6,5,1,1,1,6,1,2,1,1,5,2,2,1,1,2,6,6,2,6,2,2,5,0,1,1,5,2,1,2,1,6,1,1,5,1,6,2,1,5,2,2,1,1,5,1,6,3,5,6,5,1,2,2,2,1,5,2,1,1,1,1,1,2,1,2,2,5,1
209,634,1,1,57,2,NA,6,1,4,1,1,1,4,7,1,7,7,7,1,1,1,1,1,4,1,7,1,1,4,1,1,4,1,1,4,1,1,1,1,7,1,1,1,1,4,1,4,7,7,1,1,1,1,4,1,1,4,0,1,1,1,1,1,1,1,4,1,1,4,1,4,1,1,1,1,4,1,1,1,1,1,1,1,4,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,4,1,4,1
210,281,1,1,28,2,NA,5,6,5,5,5,4,5,5,4,6,4,6,3,4,2,4,5,6,1,7,5,4,5,5,6,5,4,5,7,7,6,4,6,7,6,3,6,3,6,3,7,5,6,5,6,5,3,6,4,5,6,0,6,5,7,5,6,2,5,5,1,5,6,6,4,5,1,6,3,4,6,2,3,5,6,5,5,6,6,5,4,5,4,5,4,5,6,2,4,1,2,2,5,4,2,6,1
212,235,1,1,54,1,NA,6,1,1,1,2,1,4,7,3,7,7,7,1,1,2,1,3,7,7,7,1,1,1,1,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
213,285,1,1,28,2,NA,7,2,3,3,5,4,2,5,6,5,6,5,2,3,2,5,3,3,1,5,2,2,3,5,2,3,2,2,6,5,2,6,3,6,2,2,3,3,6,6,3,6,6,4,6,2,2,6,2,6,3,0,3,5,3,2,5,6,6,6,2,5,5,3,6,5,5,5,5,3,5,3,5,5,5,2,2,5,2,2,5,2,6,2,2,2,6,2,2,2,2,2,2,6,2,5,1
214,289,1,1,49,1,NA,7,1,5,4,1,1,4,7,1,7,7,6,1,2,3,1,4,6,1,7,1,5,4,1,4,6,2,4,6,4,3,3,4,6,1,4,3,1,5,1,4,4,4,1,4,5,1,5,1,1,5,0,5,2,5,1,2,2,1,6,2,1,5,5,4,1,4,2,1,6,4,1,5,2,5,4,5,6,4,2,5,4,2,4,5,3,2,2,2,1,2,2,4,5,2,5,1
215,466,1,1,30,1,NA,8,3,3,2,3,3,5,3,4,4,4,4,1,3,2,3,4,4,1,4,1,3,3,3,2,2,2,5,3,3,1,2,2,4,1,1,2,1,4,4,3,2,4,3,5,2,1,3,2,5,2,0,3,3,3,1,4,3,4,3,1,1,3,2,3,2,2,3,2,3,2,3,2,4,3,1,2,3,3,1,4,2,5,2,2,1,2,1,1,1,3,1,2,1,1,3,1
216,217,1,1,30,1,NA,3,6,4,5,5,5,6,5,2,3,3,6,2,6,2,5,6,6,1,2,2,2,6,2,2,2,3,3,2,3,6,5,2,6,2,4,6,1,2,3,2,6,3,5,2,2,2,5,5,2,6,0,6,6,4,2,2,6,2,6,2,6,2,6,2,6,2,4,4,4,2,3,2,6,6,6,6,6,2,3,2,2,6,2,6,2,5,2,6,2,4,2,2,6,2,3,1
